"pdf_filename","series_pair","rated_voltage_V","capacitance_uF","diameter_mm","length_mm","ordering_code_template","esr_value_1_header","esr_value_1_raw","esr_value_2_header","esr_value_2_raw","esr_raw_values","impedance_value_1_header","impedance_value_1_raw","impedance_raw_values","ripple_value_1_header","ripple_value_1_raw","ripple_value_2_header","ripple_value_2_raw","ripple_value_3_header","ripple_value_3_raw","ripple_raw_values","table_header_context","raw_electrical_values","raw_row_text","parse_status","parse_warning"
"B43742_B43762.pdf","B43742/B43762","450","5600","76.9","156.2","B437*2A5568M6##","ESRtyp 100 Hz 20 C mOhm","17","ESRtyp 300 Hz 60 C mOhm","5.4","ESRtyp 100 Hz 20 C mOhm=17; ESRtyp 300 Hz 60 C mOhm=5.4","Zmax 10 kHz 20 C mOhm","28","Zmax 10 kHz 20 C mOhm=28","IAC,max 100 Hz 60 C A","40.2","IAC,max 100 Hz 85 C A","29.9","IAC,R 100 Hz 105 C A","16.4","IAC,max 100 Hz 60 C A=40.2; IAC,max 100 Hz 85 C A=29.9; IAC,R 100 Hz 105 C A=16.4","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","17;5.4;28;40.2;29.9;16.4","5600 76.9 x 156.2 17 5.4 28 40.2 29.9 16.4 B437*2A5568M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","450","6800","76.9","190.7","B437*2A5688M6##","ESRtyp 100 Hz 20 C mOhm","14","ESRtyp 300 Hz 60 C mOhm","4.5","ESRtyp 100 Hz 20 C mOhm=14; ESRtyp 300 Hz 60 C mOhm=4.5","Zmax 10 kHz 20 C mOhm","22","Zmax 10 kHz 20 C mOhm=22","IAC,max 100 Hz 60 C A","45.9","IAC,max 100 Hz 85 C A","34.2","IAC,R 100 Hz 105 C A","19.4","IAC,max 100 Hz 60 C A=45.9; IAC,max 100 Hz 85 C A=34.2; IAC,R 100 Hz 105 C A=19.4","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","14;4.5;22;45.9;34.2;19.4","6800 76.9 x 190.7 14 4.5 22 45.9 34.2 19.4 B437*2A5688M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","450","6800","90.0","144.5","B437*2B5688M6##","ESRtyp 100 Hz 20 C mOhm","14","ESRtyp 300 Hz 60 C mOhm","4.0","ESRtyp 100 Hz 20 C mOhm=14; ESRtyp 300 Hz 60 C mOhm=4.0","Zmax 10 kHz 20 C mOhm","22","Zmax 10 kHz 20 C mOhm=22","IAC,max 100 Hz 60 C A","47.8","IAC,max 100 Hz 85 C A","35.6","IAC,R 100 Hz 105 C A","20.2","IAC,max 100 Hz 60 C A=47.8; IAC,max 100 Hz 85 C A=35.6; IAC,R 100 Hz 105 C A=20.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","14;4.0;22;47.8;35.6;20.2","6800 90.0 x 144.5 14 4.0 22 47.8 35.6 20.2 B437*2B5688M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","450","8200","76.9","220.7","B437*2A5828M6##","ESRtyp 100 Hz 20 C mOhm","12","ESRtyp 300 Hz 60 C mOhm","3.8","ESRtyp 100 Hz 20 C mOhm=12; ESRtyp 300 Hz 60 C mOhm=3.8","Zmax 10 kHz 20 C mOhm","19","Zmax 10 kHz 20 C mOhm=19","IAC,max 100 Hz 60 C A","52.5","IAC,max 100 Hz 85 C A","39.1","IAC,R 100 Hz 105 C A","22.2","IAC,max 100 Hz 60 C A=52.5; IAC,max 100 Hz 85 C A=39.1; IAC,R 100 Hz 105 C A=22.2","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","12;3.8;19;52.5;39.1;22.2","8200 76.9 x 220.7 12 3.8 19 52.5 39.1 22.2 B437*2A5828M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","450","8200","90.0","170.0","B437*2B5828M6##","ESRtyp 100 Hz 20 C mOhm","12","ESRtyp 300 Hz 60 C mOhm","3.8","ESRtyp 100 Hz 20 C mOhm=12; ESRtyp 300 Hz 60 C mOhm=3.8","Zmax 10 kHz 20 C mOhm","19","Zmax 10 kHz 20 C mOhm=19","IAC,max 100 Hz 60 C A","53.9","IAC,max 100 Hz 85 C A","40.1","IAC,R 100 Hz 105 C A","22.8","IAC,max 100 Hz 60 C A=53.9; IAC,max 100 Hz 85 C A=40.1; IAC,R 100 Hz 105 C A=22.8","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","12;3.8;19;53.9;40.1;22.8","8200 90.0 x 170.0 12 3.8 19 53.9 40.1 22.8 B437*2B5828M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","450","10000","90.0","197.0","B437*2A5109M6##","ESRtyp 100 Hz 20 C mOhm","9.8","ESRtyp 300 Hz 60 C mOhm","3.2","ESRtyp 100 Hz 20 C mOhm=9.8; ESRtyp 300 Hz 60 C mOhm=3.2","Zmax 10 kHz 20 C mOhm","16","Zmax 10 kHz 20 C mOhm=16","IAC,max 100 Hz 60 C A","61.5","IAC,max 100 Hz 85 C A","45.8","IAC,R 100 Hz 105 C A","26.0","IAC,max 100 Hz 60 C A=61.5; IAC,max 100 Hz 85 C A=45.8; IAC,R 100 Hz 105 C A=26.0","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","9.8;3.2;16;61.5;45.8;26.0","10000 90.0 x 197.0 9.8 3.2 16 61.5 45.8 26.0 B437*2A5109M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","820","51.6","80.7","B437*2A6827M6##","ESRtyp 100 Hz 20 C mOhm","95","ESRtyp 300 Hz 60 C mOhm","28","ESRtyp 100 Hz 20 C mOhm=95; ESRtyp 300 Hz 60 C mOhm=28","Zmax 10 kHz 20 C mOhm","140","Zmax 10 kHz 20 C mOhm=140","IAC,max 100 Hz 60 C A","9.71","IAC,max 100 Hz 85 C A","8.23","IAC,R 100 Hz 105 C A","4.32","IAC,max 100 Hz 60 C A=9.71; IAC,max 100 Hz 85 C A=8.23; IAC,R 100 Hz 105 C A=4.32","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","95;28;140;9.71;8.23;4.32","820 51.6 x 80.7 95 28 140 9.71 8.23 4.32 B437*2A6827M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","1000","51.6","96.7","B437*2A6108M6##","ESRtyp 100 Hz 20 C mOhm","80","ESRtyp 300 Hz 60 C mOhm","24","ESRtyp 100 Hz 20 C mOhm=80; ESRtyp 300 Hz 60 C mOhm=24","Zmax 10 kHz 20 C mOhm","110","Zmax 10 kHz 20 C mOhm=110","IAC,max 100 Hz 60 C A","11.8","IAC,max 100 Hz 85 C A","9.40","IAC,R 100 Hz 105 C A","4.94","IAC,max 100 Hz 60 C A=11.8; IAC,max 100 Hz 85 C A=9.40; IAC,R 100 Hz 105 C A=4.94","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","80;24;110;11.8;9.40;4.94","1000 51.6 x 96.7 80 24 110 11.8 9.40 4.94 B437*2A6108M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","1200","51.6","105.7","B437*2A6128M6##","ESRtyp 100 Hz 20 C mOhm","65","ESRtyp 300 Hz 60 C mOhm","19","ESRtyp 100 Hz 20 C mOhm=65; ESRtyp 300 Hz 60 C mOhm=19","Zmax 10 kHz 20 C mOhm","95","Zmax 10 kHz 20 C mOhm=95","IAC,max 100 Hz 60 C A","14.2","IAC,max 100 Hz 85 C A","10.6","IAC,R 100 Hz 105 C A","5.61","IAC,max 100 Hz 60 C A=14.2; IAC,max 100 Hz 85 C A=10.6; IAC,R 100 Hz 105 C A=5.61","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","65;19;95;14.2;10.6;5.61","1200 51.6 x 105.7 65 19 95 14.2 10.6 5.61 B437*2A6128M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","1200","64.3","80.7","B437*2B6128M6##","ESRtyp 100 Hz 20 C mOhm","65","ESRtyp 300 Hz 60 C mOhm","20","ESRtyp 100 Hz 20 C mOhm=65; ESRtyp 300 Hz 60 C mOhm=20","Zmax 10 kHz 20 C mOhm","95","Zmax 10 kHz 20 C mOhm=95","IAC,max 100 Hz 60 C A","13.1","IAC,max 100 Hz 85 C A","10.8","IAC,R 100 Hz 105 C A","5.71","IAC,max 100 Hz 60 C A=13.1; IAC,max 100 Hz 85 C A=10.8; IAC,R 100 Hz 105 C A=5.71","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","65;20;95;13.1;10.8;5.71","1200 64.3 x 80.7 65 20 95 13.1 10.8 5.71 B437*2B6128M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","1500","51.6","130.7","B437*2A6158M6##","ESRtyp 100 Hz 20 C mOhm","55","ESRtyp 300 Hz 60 C mOhm","16","ESRtyp 100 Hz 20 C mOhm=55; ESRtyp 300 Hz 60 C mOhm=16","Zmax 10 kHz 20 C mOhm","75","Zmax 10 kHz 20 C mOhm=75","IAC,max 100 Hz 60 C A","16.8","IAC,max 100 Hz 85 C A","12.5","IAC,R 100 Hz 105 C A","6.60","IAC,max 100 Hz 60 C A=16.8; IAC,max 100 Hz 85 C A=12.5; IAC,R 100 Hz 105 C A=6.60","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","55;16;75;16.8;12.5;6.60","1500 51.6 x 130.7 55 16 75 16.8 12.5 6.60 B437*2A6158M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","1500","64.3","96.7","B437*2B6158M6##","ESRtyp 100 Hz 20 C mOhm","55","ESRtyp 300 Hz 60 C mOhm","16","ESRtyp 100 Hz 20 C mOhm=55; ESRtyp 300 Hz 60 C mOhm=16","Zmax 10 kHz 20 C mOhm","75","Zmax 10 kHz 20 C mOhm=75","IAC,max 100 Hz 60 C A","16.4","IAC,max 100 Hz 85 C A","12.5","IAC,R 100 Hz 105 C A","6.59","IAC,max 100 Hz 60 C A=16.4; IAC,max 100 Hz 85 C A=12.5; IAC,R 100 Hz 105 C A=6.59","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","55;16;75;16.4;12.5;6.59","1500 64.3 x 96.7 55 16 75 16.4 12.5 6.59 B437*2B6158M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","1800","64.3","105.7","B437*2A6188M6##","ESRtyp 100 Hz 20 C mOhm","45","ESRtyp 300 Hz 60 C mOhm","13","ESRtyp 100 Hz 20 C mOhm=45; ESRtyp 300 Hz 60 C mOhm=13","Zmax 10 kHz 20 C mOhm","65","Zmax 10 kHz 20 C mOhm=65","IAC,max 100 Hz 60 C A","19.0","IAC,max 100 Hz 85 C A","14.1","IAC,R 100 Hz 105 C A","7.44","IAC,max 100 Hz 60 C A=19.0; IAC,max 100 Hz 85 C A=14.1; IAC,R 100 Hz 105 C A=7.44","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","45;13;65;19.0;14.1;7.44","1800 64.3 x 105.7 45 13 65 19.0 14.1 7.44 B437*2A6188M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","2200","64.3","118.2","B437*2A6228M6##","ESRtyp 100 Hz 20 C mOhm","36","ESRtyp 300 Hz 60 C mOhm","11","ESRtyp 100 Hz 20 C mOhm=36; ESRtyp 300 Hz 60 C mOhm=11","Zmax 10 kHz 20 C mOhm","55","Zmax 10 kHz 20 C mOhm=55","IAC,max 100 Hz 60 C A","21.8","IAC,max 100 Hz 85 C A","16.2","IAC,R 100 Hz 105 C A","8.52","IAC,max 100 Hz 60 C A=21.8; IAC,max 100 Hz 85 C A=16.2; IAC,R 100 Hz 105 C A=8.52","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","36;11;55;21.8;16.2;8.52","2200 64.3 x 118.2 36 11 55 21.8 16.2 8.52 B437*2A6228M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","2200","76.9","96.7","B437*2B6228M6##","ESRtyp 100 Hz 20 C mOhm","36","ESRtyp 300 Hz 60 C mOhm","11","ESRtyp 100 Hz 20 C mOhm=36; ESRtyp 300 Hz 60 C mOhm=11","Zmax 10 kHz 20 C mOhm","55","Zmax 10 kHz 20 C mOhm=55","IAC,max 100 Hz 60 C A","22.7","IAC,max 100 Hz 85 C A","16.9","IAC,R 100 Hz 105 C A","8.89","IAC,max 100 Hz 60 C A=22.7; IAC,max 100 Hz 85 C A=16.9; IAC,R 100 Hz 105 C A=8.89","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","36;11;55;22.7;16.9;8.89","2200 76.9 x 96.7 36 11 55 22.7 16.9 8.89 B437*2B6228M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","2700","64.3","143.2","B437*2A6278M6##","ESRtyp 100 Hz 20 C mOhm","30","ESRtyp 300 Hz 60 C mOhm","9.1","ESRtyp 100 Hz 20 C mOhm=30; ESRtyp 300 Hz 60 C mOhm=9.1","Zmax 10 kHz 20 C mOhm","45","Zmax 10 kHz 20 C mOhm=45","IAC,max 100 Hz 60 C A","25.1","IAC,max 100 Hz 85 C A","18.7","IAC,R 100 Hz 105 C A","9.84","IAC,max 100 Hz 60 C A=25.1; IAC,max 100 Hz 85 C A=18.7; IAC,R 100 Hz 105 C A=9.84","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","30;9.1;45;25.1;18.7;9.84","2700 64.3 x 143.2 30 9.1 45 25.1 18.7 9.84 B437*2A6278M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","2700","76.9","118.2","B437*2B6278M6##","ESRtyp 100 Hz 20 C mOhm","30","ESRtyp 300 Hz 60 C mOhm","9.1","ESRtyp 100 Hz 20 C mOhm=30; ESRtyp 300 Hz 60 C mOhm=9.1","Zmax 10 kHz 20 C mOhm","45","Zmax 10 kHz 20 C mOhm=45","IAC,max 100 Hz 60 C A","25.8","IAC,max 100 Hz 85 C A","19.2","IAC,R 100 Hz 105 C A","10.1","IAC,max 100 Hz 60 C A=25.8; IAC,max 100 Hz 85 C A=19.2; IAC,R 100 Hz 105 C A=10.1","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","30;9.1;45;25.8;19.2;10.1","2700 76.9 x 118.2 30 9.1 45 25.8 19.2 10.1 B437*2B6278M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","2700","90.0","97.0","B437*2C6278M6##","ESRtyp 100 Hz 20 C mOhm","30","ESRtyp 300 Hz 60 C mOhm","9.1","ESRtyp 100 Hz 20 C mOhm=30; ESRtyp 300 Hz 60 C mOhm=9.1","Zmax 10 kHz 20 C mOhm","45","Zmax 10 kHz 20 C mOhm=45","IAC,max 100 Hz 60 C A","27.9","IAC,max 100 Hz 85 C A","20.7","IAC,R 100 Hz 105 C A","10.9","IAC,max 100 Hz 60 C A=27.9; IAC,max 100 Hz 85 C A=20.7; IAC,R 100 Hz 105 C A=10.9","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","30;9.1;45;27.9;20.7;10.9","2700 90.0 x 97.0 30 9.1 45 27.9 20.7 10.9 B437*2C6278M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","3300","76.9","130.7","B437*2A6338M6##","ESRtyp 100 Hz 20 C mOhm","24","ESRtyp 300 Hz 60 C mOhm","7.6","ESRtyp 100 Hz 20 C mOhm=24; ESRtyp 300 Hz 60 C mOhm=7.6","Zmax 10 kHz 20 C mOhm","36","Zmax 10 kHz 20 C mOhm=36","IAC,max 100 Hz 60 C A","29.4","IAC,max 100 Hz 85 C A","21.9","IAC,R 100 Hz 105 C A","11.5","IAC,max 100 Hz 60 C A=29.4; IAC,max 100 Hz 85 C A=21.9; IAC,R 100 Hz 105 C A=11.5","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","24;7.6;36;29.4;21.9;11.5","3300 76.9 x 130.7 24 7.6 36 29.4 21.9 11.5 B437*2A6338M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","3900","76.9","143.2","B437*2A6398M6##","ESRtyp 100 Hz 20 C mOhm","20","ESRtyp 300 Hz 60 C mOhm","6.6","ESRtyp 100 Hz 20 C mOhm=20; ESRtyp 300 Hz 60 C mOhm=6.6","Zmax 10 kHz 20 C mOhm","30","Zmax 10 kHz 20 C mOhm=30","IAC,max 100 Hz 60 C A","32.9","IAC,max 100 Hz 85 C A","24.4","IAC,R 100 Hz 105 C A","12.8","IAC,max 100 Hz 60 C A=32.9; IAC,max 100 Hz 85 C A=24.4; IAC,R 100 Hz 105 C A=12.8","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","20;6.6;30;32.9;24.4;12.8","3900 76.9 x 143.2 20 6.6 30 32.9 24.4 12.8 B437*2A6398M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","3900","90.0","120.0","B437*2B6398M6##","ESRtyp 100 Hz 20 C mOhm","20","ESRtyp 300 Hz 60 C mOhm","6.5","ESRtyp 100 Hz 20 C mOhm=20; ESRtyp 300 Hz 60 C mOhm=6.5","Zmax 10 kHz 20 C mOhm","30","Zmax 10 kHz 20 C mOhm=30","IAC,max 100 Hz 60 C A","34.9","IAC,max 100 Hz 85 C A","25.9","IAC,R 100 Hz 105 C A","14.1","IAC,max 100 Hz 60 C A=34.9; IAC,max 100 Hz 85 C A=25.9; IAC,R 100 Hz 105 C A=14.1","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","20;6.5;30;34.9;25.9;14.1","3900 90.0 x 120.0 20 6.5 30 34.9 25.9 14.1 B437*2B6398M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","4700","76.9","168.7","B437*2A6478M6##","ESRtyp 100 Hz 20 C mOhm","17","ESRtyp 300 Hz 60 C mOhm","5.5","ESRtyp 100 Hz 20 C mOhm=17; ESRtyp 300 Hz 60 C mOhm=5.5","Zmax 10 kHz 20 C mOhm","26","Zmax 10 kHz 20 C mOhm=26","IAC,max 100 Hz 60 C A","37.3","IAC,max 100 Hz 85 C A","27.8","IAC,R 100 Hz 105 C A","15.1","IAC,max 100 Hz 60 C A=37.3; IAC,max 100 Hz 85 C A=27.8; IAC,R 100 Hz 105 C A=15.1","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","17;5.5;26;37.3;27.8;15.1","4700 76.9 x 168.7 17 5.5 26 37.3 27.8 15.1 B437*2A6478M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","4700","90.0","144.5","B437*2B6478M6##","ESRtyp 100 Hz 20 C mOhm","17","ESRtyp 300 Hz 60 C mOhm","5.4","ESRtyp 100 Hz 20 C mOhm=17; ESRtyp 300 Hz 60 C mOhm=5.4","Zmax 10 kHz 20 C mOhm","24","Zmax 10 kHz 20 C mOhm=24","IAC,max 100 Hz 60 C A","38.9","IAC,max 100 Hz 85 C A","29.0","IAC,R 100 Hz 105 C A","15.8","IAC,max 100 Hz 60 C A=38.9; IAC,max 100 Hz 85 C A=29.0; IAC,R 100 Hz 105 C A=15.8","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","17;5.4;24;38.9;29.0;15.8","4700 90.0 x 144.5 17 5.4 24 38.9 29.0 15.8 B437*2B6478M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","5600","76.9","190.7","B437*2A6568M6##","ESRtyp 100 Hz 20 C mOhm","15","ESRtyp 300 Hz 60 C mOhm","4.7","ESRtyp 100 Hz 20 C mOhm=15; ESRtyp 300 Hz 60 C mOhm=4.7","Zmax 10 kHz 20 C mOhm","22","Zmax 10 kHz 20 C mOhm=22","IAC,max 100 Hz 60 C A","42.3","IAC,max 100 Hz 85 C A","31.4","IAC,R 100 Hz 105 C A","17.1","IAC,max 100 Hz 60 C A=42.3; IAC,max 100 Hz 85 C A=31.4; IAC,R 100 Hz 105 C A=17.1","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","15;4.7;22;42.3;31.4;17.1","5600 76.9 x 190.7 15 4.7 22 42.3 31.4 17.1 B437*2A6568M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","5600","90.0","170.0","B437*2B6568M6##","ESRtyp 100 Hz 20 C mOhm","14","ESRtyp 300 Hz 60 C mOhm","4.5","ESRtyp 100 Hz 20 C mOhm=14; ESRtyp 300 Hz 60 C mOhm=4.5","Zmax 10 kHz 20 C mOhm","22","Zmax 10 kHz 20 C mOhm=22","IAC,max 100 Hz 60 C A","43.3","IAC,max 100 Hz 85 C A","32.8","IAC,R 100 Hz 105 C A","17.6","IAC,max 100 Hz 60 C A=43.3; IAC,max 100 Hz 85 C A=32.8; IAC,R 100 Hz 105 C A=17.6","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","14;4.5;22;43.3;32.8;17.6","5600 90.0 x 170.0 14 4.5 22 43.3 32.8 17.6 B437*2B6568M6##","parsed",""
"B43742_B43762.pdf","B43742/B43762","500","6800","76.9","220.7","B437*2A6688M6##","ESRtyp 100 Hz 20 C mOhm","12","ESRtyp 300 Hz 60 C mOhm","4.0","ESRtyp 100 Hz 20 C mOhm=12; ESRtyp 300 Hz 60 C mOhm=4.0","Zmax 10 kHz 20 C mOhm","18","Zmax 10 kHz 20 C mOhm=18","IAC,max 100 Hz 60 C A","48.8","IAC,max 100 Hz 85 C A","36.3","IAC,R 100 Hz 105 C A","19.7","IAC,max 100 Hz 60 C A=48.8; IAC,max 100 Hz 85 C A=36.3; IAC,R 100 Hz 105 C A=19.7","CR Case ESRtyp ESRtyp Zmax IAC,max IAC,max IAC,R Ordering code | 100 Hz dimensions 100 Hz 300 Hz 10 kHz 100 Hz 100 Hz 100 Hz (composition see | 20 C dxl 20 C 60 C 20 C 60 C 85 C 105 C below) | uF mm mOhm mOhm mOhm A A A","12;4.0;18;48.8;36.3;19.7","6800 76.9 x 220.7 12 4.0 18 48.8 36.3 19.7 B437*2A6688M6##","parsed",""
